itemset_str,quarters_present,quarters_list,mean_support,itemset_length,stability_label
MINI PAINT SET VINTAGE,3,"[2, 3, 4]",0.018958980897792643,1,Mostly stable (3/4)
JUMBO  BAG BAROQUE BLACK WHITE | JUMBO BAG RED RETROSPOT,3,"[2, 3, 4]",0.018865233443243815,2,Mostly stable (3/4)
HEART IVORY TRELLIS SMALL,3,"[1, 3, 4]",0.018851002665535726,1,Mostly stable (3/4)
JUMBO BAG PINK POLKADOT | JUMBO BAG RED RETROSPOT,3,"[2, 3, 4]",0.01880107836943871,2,Mostly stable (3/4)
PACK OF 12 LONDON TISSUES,3,"[2, 3, 4]",0.018665707839448122,1,Mostly stable (3/4)
PLACE SETTING WHITE HEART,3,"[1, 3, 4]",0.018647687318771866,1,Mostly stable (3/4)
WHITE METAL LANTERN,3,"[1, 2, 3]",0.018646095199290814,1,Mostly stable (3/4)
BATHROOM METAL SIGN | TOILET METAL SIGN,3,"[1, 2, 3]",0.018567521368561258,2,Mostly stable (3/4)
HEART FILIGREE DOVE LARGE,3,"[2, 3, 4]",0.018422313108925316,1,Mostly stable (3/4)
LUNCH BAG PINK POLKADOT | LUNCH BAG RED RETROSPOT,3,"[2, 3, 4]",0.01833709997029036,2,Mostly stable (3/4)
60 TEATIME FAIRY CAKE CASES | PACK OF 60 DINOSAUR CAKE CASES,3,"[1, 2, 3]",0.018307042346327577,2,Mostly stable (3/4)
RED SPOTTY BISCUIT TIN,3,"[1, 2, 3]",0.01830464384180606,1,Mostly stable (3/4)
WHITE SPOT BLUE CERAMIC DRAWER KNOB,3,"[1, 2, 3]",0.018191086873229248,1,Mostly stable (3/4)
NATURAL SLATE CHALKBOARD LARGE,3,"[1, 2, 3]",0.018116506740084973,1,Mostly stable (3/4)
60 TEATIME FAIRY CAKE CASES | PACK OF 72 RETRO SPOT CAKE CASES,3,"[1, 2, 3]",0.018081045400474078,2,Mostly stable (3/4)
LAUNDRY 15C METAL SIGN,3,"[1, 2, 3]",0.018017291342337333,1,Mostly stable (3/4)
JUMBO BAG STRAWBERRY | JUMBO STORAGE BAG SUKI,3,"[1, 2, 3]",0.017986512044775815,2,Mostly stable (3/4)
HOMEMADE JAM SCENTED CANDLES,3,"[1, 2, 4]",0.01797346296623122,1,Mostly stable (3/4)
YOU'RE CONFUSING ME METAL SIGN,3,"[1, 3, 4]",0.01793767725475012,1,Mostly stable (3/4)
JUMBO SHOPPER VINTAGE RED PAISLEY | JUMBO STORAGE BAG SUKI,3,"[1, 2, 3]",0.017811825226539676,2,Mostly stable (3/4)
SAVE THE PLANET MUG,3,"[1, 2, 4]",0.017807959277049486,1,Mostly stable (3/4)
MULTI COLOUR SILVER T-LIGHT HOLDER,3,"[2, 3, 4]",0.017773074084988235,1,Mostly stable (3/4)
SET OF 36 PAISLEY FLOWER DOILIES,3,"[1, 2, 3]",0.01772270490834517,1,Mostly stable (3/4)
LUNCH BAG  BLACK SKULL. | LUNCH BAG RED RETROSPOT,3,"[2, 3, 4]",0.017598537294086544,2,Mostly stable (3/4)
KITCHEN METAL SIGN,3,"[1, 2, 3]",0.017564406163286115,1,Mostly stable (3/4)
SILVER HANGING T-LIGHT HOLDER,3,"[2, 3, 4]",0.017185778433883383,1,Mostly stable (3/4)
60 TEATIME FAIRY CAKE CASES | 72 SWEETHEART FAIRY CAKE CASES,3,"[1, 2, 3]",0.01716016858104361,2,Mostly stable (3/4)
VINTAGE SNAKES & LADDERS,3,"[1, 2, 4]",0.0170690385195878,1,Mostly stable (3/4)
FAMILY ALBUM WHITE PICTURE FRAME,3,"[1, 2, 3]",0.01703439328727564,1,Mostly stable (3/4)
CHARLOTTE BAG PINK POLKADOT,3,"[1, 3, 4]",0.016994016657093988,1,Mostly stable (3/4)
LUNCH BAG SPACEBOY DESIGN | LUNCH BAG SUKI  DESIGN,3,"[1, 2, 3]",0.016980057394079665,2,Mostly stable (3/4)
JUMBO  BAG BAROQUE BLACK WHITE | JUMBO BAG STRAWBERRY,3,"[1, 2, 3]",0.016790049741783636,2,Mostly stable (3/4)
SET OF 72 RETRO SPOT PAPER  DOILIES,3,"[1, 2, 3]",0.016761118332348963,1,Mostly stable (3/4)
"KEY FOB , BACK DOOR",3,"[1, 2, 3]",0.01672975009606156,1,Mostly stable (3/4)
REGENCY CAKESTAND 3 TIER | ROSES REGENCY TEACUP AND SAUCER,3,"[2, 3, 4]",0.016616445563604604,2,Mostly stable (3/4)
PICTURE DOMINOES,3,"[2, 3, 4]",0.016615015870874456,1,Mostly stable (3/4)
PINK BLUE FELT CRAFT TRINKET BOX | PINK CREAM FELT CRAFT TRINKET BOX,3,"[1, 3, 4]",0.01660809231173414,2,Mostly stable (3/4)
PAPER CHAIN KIT 50'S CHRISTMAS,2,"[3, 4]",0.06995263675282232,1,Seasonal (2/4)
PAPER CHAIN KIT VINTAGE CHRISTMAS,2,"[3, 4]",0.052280582030831295,1,Seasonal (2/4)
HAND WARMER OWL DESIGN,2,"[3, 4]",0.043590958008921786,1,Seasonal (2/4)
DOOR MAT UNION FLAG,2,"[1, 2]",0.04209588306658195,1,Seasonal (2/4)
LUNCH BAG APPLE DESIGN,2,"[2, 3]",0.03995313686868186,1,Seasonal (2/4)
HAND WARMER SCOTTY DOG DESIGN,2,"[3, 4]",0.03949967214140759,1,Seasonal (2/4)
HAND WARMER BIRD DESIGN,2,"[3, 4]",0.03781684304727566,1,Seasonal (2/4)
PAPER CHAIN KIT EMPIRE,2,"[1, 2]",0.03763959544856959,1,Seasonal (2/4)
SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,"[3, 4]",0.037502589777142485,1,Seasonal (2/4)
GREY HEART HOT WATER BOTTLE,2,"[3, 4]",0.034788359455312313,1,Seasonal (2/4)
RED RETROSPOT PICNIC BAG,2,"[2, 3]",0.034532654953455616,1,Seasonal (2/4)
60 CAKE CASES VINTAGE CHRISTMAS,2,"[3, 4]",0.03401470849540422,1,Seasonal (2/4)
RABBIT NIGHT LIGHT,2,"[2, 4]",0.032785969201310466,1,Seasonal (2/4)
JUMBO BAG APPLES,2,"[2, 3]",0.032123157665203045,1,Seasonal (2/4)
HOT WATER BOTTLE I AM SO POORLY,2,"[3, 4]",0.03200063521478245,1,Seasonal (2/4)
HOT WATER BOTTLE KEEP CALM,2,"[3, 4]",0.03181564149858893,1,Seasonal (2/4)
WOODEN UNION JACK BUNTING,2,"[1, 2]",0.03093848940210095,1,Seasonal (2/4)
ENAMEL FLOWER JUG CREAM,2,"[2, 3]",0.030853983056421827,1,Seasonal (2/4)
SET OF 3 REGENCY CAKE TINS,2,"[3, 4]",0.030159083355574243,1,Seasonal (2/4)
FAWN BLUE HOT WATER BOTTLE,2,"[1, 4]",0.029872904710845402,1,Seasonal (2/4)
WOODEN HEART CHRISTMAS SCANDINAVIAN,2,"[3, 4]",0.029829988324421384,1,Seasonal (2/4)
PAPER BUNTING WHITE LACE,2,"[1, 2]",0.029796676672147138,1,Seasonal (2/4)
WICKER STAR,2,"[3, 4]",0.02953493807195408,1,Seasonal (2/4)
JUMBO BAG VINTAGE DOILY,2,"[3, 4]",0.02922550916097695,1,Seasonal (2/4)
LUNCH BAG ALPHABET DESIGN,2,"[2, 3]",0.02889887466311528,1,Seasonal (2/4)
SET OF 6 SPICE TINS PANTRY DESIGN,2,"[1, 2]",0.02862711425668977,1,Seasonal (2/4)
TEA TIME PARTY BUNTING,2,"[1, 2]",0.02845866693204297,1,Seasonal (2/4)
KNITTED UNION FLAG HOT WATER BOTTLE,2,"[1, 4]",0.02817382278663243,1,Seasonal (2/4)
RED RETROSPOT SMALL MILK JUG,2,"[2, 3]",0.027833424640994198,1,Seasonal (2/4)
3 HEARTS HANGING DECORATION RUSTIC,2,"[3, 4]",0.02765233644658117,1,Seasonal (2/4)
LUNCH BAG DOILEY PATTERN,2,"[2, 3]",0.02750070733401754,1,Seasonal (2/4)
POPCORN HOLDER,2,"[3, 4]",0.027216966133628184,1,Seasonal (2/4)
JUMBO BAG DOILEY PATTERNS,2,"[2, 3]",0.026893616513230748,1,Seasonal (2/4)
SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,"[3, 4]",0.026221358683414853,1,Seasonal (2/4)
LUNCH BAG VINTAGE LEAF DESIGN,2,"[2, 3]",0.025984219242909314,1,Seasonal (2/4)
JUMBO BAG 50'S CHRISTMAS,2,"[3, 4]",0.025754587322609254,1,Seasonal (2/4)
GARDENERS KNEELING PAD,2,"[2, 3]",0.025686389947386964,1,Seasonal (2/4)
DOORMAT KEEP CALM AND COME IN,2,"[2, 4]",0.025519513438481432,1,Seasonal (2/4)
LUNCH BAG VINTAGE DOILY,2,"[3, 4]",0.025488726016685358,1,Seasonal (2/4)
ALARM CLOCK BAKELIKE PINK,2,"[3, 4]",0.02542334313611941,1,Seasonal (2/4)
SMALL WHITE HEART OF WICKER,2,"[3, 4]",0.02498539203830568,1,Seasonal (2/4)
CHILDRENS APRON SPACEBOY DESIGN,2,"[3, 4]",0.024818463816137334,1,Seasonal (2/4)
STRAWBERRY   PICNIC BAG,2,"[1, 2]",0.024734113358209527,1,Seasonal (2/4)
LUNCH BOX WITH CUTLERY RETROSPOT,2,"[2, 3]",0.024592753565729354,1,Seasonal (2/4)
PINK FAIRY CAKE CHILDRENS APRON,2,"[3, 4]",0.02452673171563384,1,Seasonal (2/4)
BLUE HAPPY BIRTHDAY BUNTING,2,"[1, 2]",0.024414478091853653,1,Seasonal (2/4)
DOLLY GIRL LUNCH BOX | SPACEBOY LUNCH BOX,2,"[3, 4]",0.02439824100178335,2,Seasonal (2/4)
VINTAGE UNION JACK CUSHION COVER,2,"[1, 2]",0.0241384697256956,1,Seasonal (2/4)
ZINC FOLKART SLEIGH BELLS,2,"[3, 4]",0.024123837028201953,1,Seasonal (2/4)
TRAVEL SEWING KIT,2,"[3, 4]",0.02405996035482824,1,Seasonal (2/4)
DOOR MAT RED SPOT,2,"[1, 2]",0.02397544475338858,1,Seasonal (2/4)
RECIPE BOX RETROSPOT,2,"[1, 4]",0.02377126243286575,1,Seasonal (2/4)
BATH BUILDING BLOCK WORD,2,"[1, 2]",0.023359706521027243,1,Seasonal (2/4)
DOOR MAT NEW ENGLAND,2,"[1, 2]",0.023354284168687466,1,Seasonal (2/4)
SCANDINAVIAN REDS RIBBONS,2,"[3, 4]",0.02327189926342422,1,Seasonal (2/4)
SET OF 12 FAIRY CAKE BAKING CASES,2,"[3, 4]",0.022946216803193482,1,Seasonal (2/4)
TEA TIME CAKE STAND IN GIFT BOX,2,"[1, 2]",0.022858156649703563,1,Seasonal (2/4)
TRADITIONAL CHRISTMAS RIBBONS,2,"[3, 4]",0.02269691478410251,1,Seasonal (2/4)
SET OF 3 NOTEBOOKS IN PARCEL,2,"[3, 4]",0.022268180775077136,1,Seasonal (2/4)
4 TRADITIONAL SPINNING TOPS,2,"[3, 4]",0.022242341453483645,1,Seasonal (2/4)
LARGE WHITE HEART OF WICKER,2,"[3, 4]",0.022236811200210635,1,Seasonal (2/4)
GINGERBREAD MAN COOKIE CUTTER,2,"[1, 4]",0.022112828320348443,1,Seasonal (2/4)
FELTCRAFT PRINCESS CHARLOTTE DOLL,2,"[3, 4]",0.021844977019324772,1,Seasonal (2/4)
SCANDINAVIAN PAISLEY PICNIC BAG,2,"[2, 3]",0.021768232547997344,1,Seasonal (2/4)
DOORMAT SPOTTY HOME SWEET HOME,2,"[3, 4]",0.021652609632100576,1,Seasonal (2/4)
TEA TIME OVEN GLOVE,2,"[1, 2]",0.021597938173558935,1,Seasonal (2/4)
SET 7 BABUSHKA NESTING BOXES,2,"[3, 4]",0.02145096221011581,1,Seasonal (2/4)
PICNIC BASKET WICKER SMALL,2,"[2, 3]",0.021247052399484233,1,Seasonal (2/4)
OPEN CLOSED METAL SIGN,2,"[1, 3]",0.020975857704967037,1,Seasonal (2/4)
ALARM CLOCK BAKELIKE IVORY,2,"[3, 4]",0.020910328247058983,1,Seasonal (2/4)
GREEN REGENCY TEACUP AND SAUCER | PINK REGENCY TEACUP AND SAUCER,2,"[2, 3]",0.0206882528939873,2,Seasonal (2/4)
SMALL HEART MEASURING SPOONS,2,"[1, 4]",0.020602487376712577,1,Seasonal (2/4)
PACK 20 ENGLISH ROSE PAPER NAPKINS,2,"[1, 2]",0.02054819911274722,1,Seasonal (2/4)
ENAMEL MEASURING JUG CREAM,2,"[2, 3]",0.020391662559323696,1,Seasonal (2/4)
FOUR HOOK  WHITE LOVEBIRDS,2,"[1, 2]",0.020331694861481224,1,Seasonal (2/4)
WATERING CAN PINK BUNNY,2,"[1, 2]",0.02030235036646596,1,Seasonal (2/4)
PAPER BUNTING COLOURED LACE,2,"[1, 2]",0.020192592031849692,1,Seasonal (2/4)
LOVE BUILDING BLOCK WORD | WHITE HANGING HEART T-LIGHT HOLDER,2,"[1, 2]",0.020064936390491023,2,Seasonal (2/4)
TOY TIDY SPACEBOY,2,"[1, 3]",0.019938249141401507,1,Seasonal (2/4)
TOY TIDY PINK RETROSPOT,2,"[1, 2]",0.019919596083658175,1,Seasonal (2/4)
ENAMEL BREAD BIN CREAM,2,"[2, 3]",0.01972386265645823,1,Seasonal (2/4)
COOK WITH WINE METAL SIGN | GIN + TONIC DIET METAL SIGN,2,"[1, 2]",0.019663292475022447,2,Seasonal (2/4)
LARGE HEART MEASURING SPOONS,2,"[1, 4]",0.019610506477505795,1,Seasonal (2/4)
PINK REGENCY TEACUP AND SAUCER | ROSES REGENCY TEACUP AND SAUCER,2,"[2, 3]",0.01957848186296462,2,Seasonal (2/4)
JUMBO BAG PEARS,2,"[2, 3]",0.01955663109872851,1,Seasonal (2/4)
LUNCH BAG PINK RETROSPOT | LUNCH BAG RED SPOTTY,2,"[2, 3]",0.01950622791833851,2,Seasonal (2/4)
BINGO SET,2,"[3, 4]",0.019458672732020652,1,Seasonal (2/4)
3 HOOK PHOTO SHELF ANTIQUE WHITE,2,"[1, 2]",0.019455435635331,1,Seasonal (2/4)
MINT KITCHEN SCALES,2,"[2, 3]",0.019352033607826988,1,Seasonal (2/4)
SET OF 6 SOLDIER SKITTLES,2,"[3, 4]",0.019304679907142103,1,Seasonal (2/4)
HEART OF WICKER SMALL | WHITE HANGING HEART T-LIGHT HOLDER,2,"[2, 3]",0.01921087654453366,2,Seasonal (2/4)
RED 3 PIECE MINI DOTS CUTLERY SET,2,"[1, 2]",0.019128570565855426,1,Seasonal (2/4)
TRADITIONAL WOODEN CATCH CUP GAME,2,"[3, 4]",0.019110437629174127,1,Seasonal (2/4)
PAPER CHAIN KIT RETRO SPOT,2,"[1, 2]",0.01903227951156017,1,Seasonal (2/4)
SET/3 RED GINGHAM ROSE STORAGE BOX,2,"[3, 4]",0.019027726621686072,1,Seasonal (2/4)
DOORMAT FANCY FONT HOME SWEET HOME,2,"[3, 4]",0.018927656014289813,1,Seasonal (2/4)
CHARLOTTE BAG APPLES DESIGN,2,"[2, 3]",0.01886512199033881,1,Seasonal (2/4)
PARTY BUNTING | SPOTTY BUNTING,2,"[2, 3]",0.01881384590570742,2,Seasonal (2/4)
CHRISTMAS STAR WISH LIST CHALKBOARD,2,"[3, 4]",0.018812437908294552,1,Seasonal (2/4)
PINK FAIRY CAKE CHILD'S APRON,2,"[1, 2]",0.018800500529193236,1,Seasonal (2/4)
RED SPOT CERAMIC DRAWER KNOB,2,"[1, 3]",0.018681760237927364,1,Seasonal (2/4)
RETROSPOT CHILDRENS APRON,2,"[3, 4]",0.01865918245051907,1,Seasonal (2/4)
WOODEN HAPPY BIRTHDAY GARLAND,2,"[1, 3]",0.01862276712945965,1,Seasonal (2/4)
RETRO SPOT LARGE MILK JUG,2,"[1, 2]",0.018497557602393147,1,Seasonal (2/4)
BLUE 3 PIECE MINI DOTS CUTLERY SET,2,"[1, 2]",0.018471828008937735,1,Seasonal (2/4)
LUNCH BAG RED RETROSPOT | LUNCH BAG SUKI DESIGN,2,"[2, 3]",0.01842712116856986,2,Seasonal (2/4)
ANTIQUE SILVER T-LIGHT GLASS,2,"[2, 4]",0.018410317502614328,1,Seasonal (2/4)
HANGING HEART ZINC T-LIGHT HOLDER | SINGLE HEART ZINC T-LIGHT HOLDER,2,"[1, 2]",0.018373127020269248,2,Seasonal (2/4)
PHOTO FRAME CORNICE,2,"[1, 4]",0.01824506708841247,1,Seasonal (2/4)
ANTIQUE SILVER TEA GLASS ENGRAVED,2,"[3, 4]",0.0182186190948585,1,Seasonal (2/4)
RECIPE BOX BLUE SKETCHBOOK DESIGN,2,"[3, 4]",0.018210139373173218,1,Seasonal (2/4)
CERAMIC HEART FAIRY CAKE MONEY BANK,2,"[3, 4]",0.01811744243680764,1,Seasonal (2/4)
I CAN ONLY PLEASE ONE PERSON MUG,2,"[1, 2]",0.01808365137379018,1,Seasonal (2/4)
SKULL LUNCH BOX WITH CUTLERY,2,"[2, 3]",0.01783914976648967,1,Seasonal (2/4)
PLASTERS IN TIN SPACEBOY | PLASTERS IN TIN WOODLAND ANIMALS,2,"[2, 3]",0.01781729900225356,2,Seasonal (2/4)
LUNCH BAG RED SPOTTY | LUNCH BAG SUKI  DESIGN,2,"[2, 3]",0.01778390337547002,2,Seasonal (2/4)
DOOR MAT FAIRY CAKE,2,"[1, 2]",0.017779503479803473,1,Seasonal (2/4)
VINTAGE HEADS AND TAILS CARD GAME | VINTAGE SNAP CARDS,2,"[3, 4]",0.017753691151810577,2,Seasonal (2/4)
FELTCRAFT DOLL EMILY,2,"[1, 4]",0.017715955151706937,1,Seasonal (2/4)
FILIGRIS HEART WITH BUTTERFLY,2,"[1, 2]",0.017646425486105025,1,Seasonal (2/4)
BLUE HAPPY BIRTHDAY BUNTING | PINK HAPPY BIRTHDAY BUNTING,2,"[1, 2]",0.017620093409056306,2,Seasonal (2/4)
CARD HOLDER GINGHAM HEART,2,"[3, 4]",0.017514037851031703,1,Seasonal (2/4)
GREEN REGENCY TEACUP AND SAUCER | PINK REGENCY TEACUP AND SAUCER | ROSES REGENCY TEACUP AND SAUCER,2,"[2, 3]",0.017447581818722455,3,Seasonal (2/4)
SET/6 RED SPOTTY PAPER CUPS | SET/6 RED SPOTTY PAPER PLATES,2,"[1, 2]",0.017436158712040344,2,Seasonal (2/4)
BOX OF VINTAGE ALPHABET BLOCKS,2,"[2, 3]",0.01732281282860621,1,Seasonal (2/4)
REGENCY CAKESTAND 3 TIER | WHITE HANGING HEART T-LIGHT HOLDER,2,"[2, 3]",0.017305805274999753,2,Seasonal (2/4)
DOOR MAT ENGLISH ROSE,2,"[1, 2]",0.0172908184052075,1,Seasonal (2/4)
SET OF 72 RETROSPOT PAPER  DOILIES,2,"[1, 4]",0.017259814610214478,1,Seasonal (2/4)
DOORSTOP RETROSPOT HEART,2,"[2, 3]",0.017201394664448852,1,Seasonal (2/4)
CERAMIC CAKE STAND + HANGING CAKES,2,"[1, 2]",0.01719573231809886,1,Seasonal (2/4)
LUNCH BAG APPLE DESIGN | LUNCH BAG RED RETROSPOT,2,"[2, 3]",0.017182275245742257,2,Seasonal (2/4)
ROUND SNACK BOXES SET OF 4 FRUITS | ROUND SNACK BOXES SET OF4 WOODLAND,2,"[1, 2]",0.01715894537869567,2,Seasonal (2/4)
VICTORIAN SEWING BOX SMALL,2,"[1, 4]",0.017125178283350615,1,Seasonal (2/4)
GIN + TONIC DIET METAL SIGN | HAND OVER THE CHOCOLATE   SIGN,2,"[1, 2]",0.01709823629661699,2,Seasonal (2/4)
SET 12 KIDS COLOUR  CHALK STICKS,2,"[2, 4]",0.01700112294147014,1,Seasonal (2/4)
"FANCY FONT BIRTHDAY CARD,",2,"[1, 3]",0.016993399811763586,1,Seasonal (2/4)
CANDLEHOLDER PINK HANGING HEART,2,"[1, 4]",0.01695391761605875,1,Seasonal (2/4)
COWBOYS AND INDIANS BIRTHDAY CARD,2,"[1, 3]",0.016895450267354194,1,Seasonal (2/4)
LUNCH BAG CARS BLUE | LUNCH BAG RED RETROSPOT,2,"[2, 3]",0.016881461180878375,2,Seasonal (2/4)
LUNCH BAG CARS BLUE | LUNCH BAG SUKI DESIGN,2,"[2, 3]",0.016809826716681638,2,Seasonal (2/4)
WOOD 2 DRAWER CABINET WHITE FINISH | WOOD S/3 CABINET ANT WHITE FINISH,2,"[1, 3]",0.01679848224913274,2,Seasonal (2/4)
RED SPOTTY ROUND CAKE TINS,2,"[1, 2]",0.016795293369816902,1,Seasonal (2/4)
JUMBO  BAG BAROQUE BLACK WHITE | JUMBO STORAGE BAG SUKI,2,"[1, 3]",0.016749507476928042,2,Seasonal (2/4)
BAKING SET 9 PIECE RETROSPOT | BAKING SET SPACEBOY DESIGN,2,"[2, 3]",0.016734841426526016,2,Seasonal (2/4)
STRAWBERRY SHOPPER BAG,2,"[1, 2]",0.016732174353364992,1,Seasonal (2/4)
ROUND CONTAINER SET OF 5 RETROSPOT,2,"[1, 3]",0.016658530153026024,1,Seasonal (2/4)
PANTRY MAGNETIC  SHOPPING LIST,2,"[3, 4]",0.01662516878512835,1,Seasonal (2/4)
LUNCH BAG  BLACK SKULL. | LUNCH BAG RED SPOTTY,2,"[2, 3]",0.016618885953427687,2,Seasonal (2/4)
JUMBO BAG PINK VINTAGE PAISLEY | JUMBO BAG STRAWBERRY,2,"[1, 3]",0.016523587225050825,2,Seasonal (2/4)
RED RETROSPOT BUTTER DISH,2,"[2, 3]",0.01648381106162276,1,Seasonal (2/4)
DOOR MAT SPOTTY HOME SWEET HOME,2,"[1, 2]",0.016464813398781482,1,Seasonal (2/4)
GARDENERS KNEELING PAD CUP OF TEA | GARDENERS KNEELING PAD KEEP CALM,2,"[3, 4]",0.01641319822370063,2,Seasonal (2/4)
LUNCH BAG APPLE DESIGN | LUNCH BAG SUKI DESIGN,2,"[2, 3]",0.016409445251896512,2,Seasonal (2/4)
COOK WITH WINE METAL SIGN | HAND OVER THE CHOCOLATE   SIGN,2,"[1, 2]",0.016405911767482725,2,Seasonal (2/4)
PACK OF 60 PINK PAISLEY CAKE CASES | PACK OF 72 RETRO SPOT CAKE CASES,2,"[1, 2]",0.016380784657620624,2,Seasonal (2/4)
JUMBO BAG STRAWBERRY | JUMBO SHOPPER VINTAGE RED PAISLEY,2,"[2, 3]",0.0163623928974654,2,Seasonal (2/4)
SMALL DOLLY MIX DESIGN ORANGE BOWL,2,"[2, 3]",0.016276482225191725,1,Seasonal (2/4)
RED RETROSPOT SUGAR JAM BOWL,2,"[2, 3]",0.016257362806485126,1,Seasonal (2/4)
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,"[2, 3]",0.016180265651229365,1,Seasonal (2/4)
CHILDS BREAKFAST SET SPACEBOY,2,"[3, 4]",0.015949007647755777,1,Seasonal (2/4)
BOX OF VINTAGE JIGSAW BLOCKS,2,"[2, 4]",0.01594204017542971,1,Seasonal (2/4)
LUNCH BAG RED SPOTTY | LUNCH BAG SPACEBOY DESIGN,2,"[2, 3]",0.01589583965954257,2,Seasonal (2/4)
"KEY FOB , GARAGE DESIGN",2,"[1, 2]",0.015882247204263487,1,Seasonal (2/4)
BLACK HEART CARD HOLDER,2,"[1, 2]",0.015870587374722397,1,Seasonal (2/4)
PICTURE FRAME WOOD TRIPLE PORTRAIT,2,"[1, 3]",0.015851851009469224,1,Seasonal (2/4)
REGENCY TEAPOT ROSES,2,"[2, 3]",0.015848787305111457,1,Seasonal (2/4)
JUMBO  BAG BAROQUE BLACK WHITE | JUMBO SHOPPER VINTAGE RED PAISLEY,2,"[2, 3]",0.015818742504286804,2,Seasonal (2/4)
PLASTERS IN TIN CIRCUS PARADE | PLASTERS IN TIN SPACEBOY,2,"[2, 3]",0.015788078223032777,2,Seasonal (2/4)
LUNCH BAG PINK RETROSPOT | LUNCH BAG SUKI  DESIGN,2,"[2, 3]",0.01577442149538521,2,Seasonal (2/4)
FANCY FONTS BIRTHDAY WRAP,2,"[1, 3]",0.015649927380600386,1,Seasonal (2/4)
PACK OF 12 SUKI TISSUES,2,"[2, 3]",0.01553704785812952,1,Seasonal (2/4)
HAND WARMER UNION JACK,1,[4],0.055292749127568826,1,Rare / trend (1/4)
WOODEN ROUNDERS GARDEN SET,1,[2],0.05087421078193298,1,Rare / trend (1/4)
WHITE SKULL HOT WATER BOTTLE,1,[4],0.049941837921675065,1,Rare / trend (1/4)
JUMBO BAG RED WHITE SPOTTY,1,[1],0.04786923525977817,1,Rare / trend (1/4)
RETROSPOT HEART HOT WATER BOTTLE,1,[4],0.04683986041101202,1,Rare / trend (1/4)
HAND WARMER RED RETROSPOT,1,[4],0.04668476153547887,1,Rare / trend (1/4)
PAPER CHAIN KIT 50'S CHRISTMAS | PAPER CHAIN KIT VINTAGE CHRISTMAS,1,[4],0.04296238852268321,2,Rare / trend (1/4)
WOODEN STAR CHRISTMAS SCANDINAVIAN,1,[4],0.041799146956184564,1,Rare / trend (1/4)
CREAM FELT EASTER EGG BASKET,1,[1],0.039988324576765905,1,Rare / trend (1/4)
GARLAND WOODEN HAPPY EASTER,1,[1],0.03911266783420899,1,Rare / trend (1/4)
PINK HEART SHAPE EGG FRYING PAN,1,[1],0.03794512551079977,1,Rare / trend (1/4)
CHICK GREY HOT WATER BOTTLE,1,[4],0.03722373012795657,1,Rare / trend (1/4)
WOODEN CROQUET GARDEN SET,1,[2],0.034968431277319086,1,Rare / trend (1/4)
CHOCOLATE HOT WATER BOTTLE | HOT WATER BOTTLE TEA AND SYMPATHY,1,[4],0.03481969755719271,2,Rare / trend (1/4)
CHRISTMAS CRAFT LITTLE FRIENDS,1,[4],0.034742148119426136,1,Rare / trend (1/4)
HAND WARMER BIRD DESIGN | HAND WARMER OWL DESIGN,1,[4],0.03427685149282668,2,Rare / trend (1/4)
HAND WARMER OWL DESIGN | HAND WARMER SCOTTY DOG DESIGN,1,[4],0.03412175261729353,2,Rare / trend (1/4)
FELTCRAFT CHRISTMAS FAIRY,1,[4],0.03326870880186119,1,Rare / trend (1/4)
ROTATING SILVER ANGELS T-LIGHT HLDR,1,[4],0.03218301667312912,1,Rare / trend (1/4)
PICNIC BASKET WICKER LARGE,1,[2],0.0305973773676542,1,Rare / trend (1/4)
POPPY'S PLAYHOUSE KITCHEN,1,[4],0.029856533540131833,1,Rare / trend (1/4)
RETRO SPOT CAKE STAND,1,[1],0.0297723292469352,1,Rare / trend (1/4)
HAND WARMER BIRD DESIGN | HAND WARMER SCOTTY DOG DESIGN,1,[4],0.02970143466459868,2,Rare / trend (1/4)
HAND WARMER BABUSHKA DESIGN,1,[4],0.029546335789065528,1,Rare / trend (1/4)
WOODEN HEART CHRISTMAS SCANDINAVIAN | WOODEN STAR CHRISTMAS SCANDINAVIAN,1,[4],0.029546335789065528,2,Rare / trend (1/4)
BLUE FELT EASTER EGG BASKET,1,[1],0.02933450087565674,1,Rare / trend (1/4)
WATERING CAN BLUE ELEPHANT,1,[2],0.029261777561923264,1,Rare / trend (1/4)
FELTCRAFT PRINCESS LOLA DOLL,1,[4],0.02908103916246607,1,Rare / trend (1/4)
EASTER CRAFT 4 CHICKS,1,[1],0.02875072971395213,1,Rare / trend (1/4)
CREAM HEART CARD HOLDER | WHITE HANGING HEART T-LIGHT HOLDER,1,[1],0.028604786923525978,2,Rare / trend (1/4)
PINK VINTAGE PAISLEY PICNIC BAG,1,[2],0.02841185041282176,1,Rare / trend (1/4)
CHRISTMAS LIGHTS 10 REINDEER,1,[4],0.028150445909267158,1,Rare / trend (1/4)
WOODEN TREE CHRISTMAS SCANDINAVIAN,1,[4],0.02807289647150058,1,Rare / trend (1/4)
CHRISTMAS CRAFT WHITE FAIRY,1,[4],0.02791779759596743,1,Rare / trend (1/4)
SET OF 60 PANTRY DESIGN CAKE CASES,1,[3],0.027829313543599257,1,Rare / trend (1/4)
