CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13789,388,1,239.45999999999998,1,Low Performance
13790,4,1,348.8,2,High Performance
13791,128,2,1516.0,0,Average Performance
13792,66,3,383.95,0,Average Performance
13793,647,1,96.0,1,Low Performance
13794,547,1,126.03,1,Low Performance
13795,388,4,836.3,1,Low Performance
13796,499,1,289.7,1,Low Performance
13797,437,3,1179.45,1,Low Performance
13798,1,110,75428.87,2,High Performance
13799,117,9,2803.57,0,Average Performance
13800,310,3,1679.56,1,Low Performance
13801,67,1,324.8,0,Average Performance
13802,139,19,26259.11,0,Average Performance
13803,255,3,1338.91,1,Low Performance
13804,31,9,3161.12,0,Average Performance
13805,52,2,924.6,0,Average Performance
13806,64,1,256.38,0,Average Performance
13807,367,3,422.2,1,Low Performance
13808,6,5,1747.66,2,High Performance
13809,305,3,679.7,1,Low Performance
13810,29,2,827.51,0,Average Performance
13811,184,2,519.75,1,Low Performance
13812,42,3,485.0,0,Average Performance
13813,40,8,2387.4700000000003,0,Average Performance
13814,92,3,2257.32,0,Average Performance
13815,22,8,6737.74,2,High Performance
13816,24,2,499.67,0,Average Performance
13817,29,2,328.98,0,Average Performance
13818,430,1,61.28,1,Low Performance
13819,302,6,2642.35,1,Low Performance
13820,418,3,652.75,1,Low Performance
13821,145,6,1379.08,0,Average Performance
13822,6,2,632.0,2,High Performance
13823,19,7,3403.4500000000003,2,High Performance
13824,33,12,3314.76,2,High Performance
13825,622,2,255.59,1,Low Performance
13826,176,1,189.5,1,Low Performance
13827,58,3,409.8,0,Average Performance
13828,22,1,209.49,0,Average Performance
13829,421,1,102.0,1,Low Performance
13830,582,1,156.85000000000002,1,Low Performance
13831,16,18,6585.54,2,High Performance
13832,19,2,609.89,0,Average Performance
13833,159,2,700.41,1,Low Performance
13834,577,2,324.19,1,Low Performance
13835,25,7,1095.27,0,Average Performance
13836,399,2,620.37,1,Low Performance
13837,212,2,266.59000000000003,1,Low Performance
13838,6,10,1690.07,2,High Performance
13839,486,1,139.95000000000002,1,Low Performance
13840,416,1,651.4,1,Low Performance
13841,253,1,85.0,1,Low Performance
13842,59,18,5319.34,0,Average Performance
13843,381,1,319.75,1,Low Performance
13844,11,1,361.62,0,Average Performance
13845,65,1,312.98,0,Average Performance
13846,25,4,1307.79,0,Average Performance
13847,720,1,310.72,1,Low Performance
13848,92,8,3015.0,0,Average Performance
13849,52,5,3469.3,0,Average Performance
13850,129,1,1595.48,1,Low Performance
13851,96,8,4606.46,0,Average Performance
13852,611,1,187.35000000000002,1,Low Performance
13853,57,1,1090.14,0,Average Performance
13854,9,39,11944.56,2,High Performance
13855,501,4,1310.3400000000001,1,Low Performance
13856,169,11,1142.03,0,Average Performance
13857,393,6,1000.91,1,Low Performance
13858,57,1,216.17,0,Average Performance
13859,326,2,515.86,1,Low Performance
13860,1,5,1245.9,2,High Performance
13861,429,2,273.26,1,Low Performance
13862,18,9,2556.09,2,High Performance
13863,248,4,1239.55,1,Low Performance
13864,387,1,662.4000000000001,1,Low Performance
13865,58,4,501.56,0,Average Performance
13866,74,1,145.67000000000002,0,Average Performance
13867,31,3,1005.09,0,Average Performance
13868,7,2,3192.54,2,High Performance
13869,123,10,7996.87,0,Average Performance
13870,2,15,5712.08,2,High Performance
13871,23,17,7885.85,2,High Performance
13872,527,3,919.57,1,Low Performance
13873,120,8,1038.92,0,Average Performance
13874,358,7,2049.15,1,Low Performance
13875,54,14,4814.37,0,Average Performance
13876,64,1,122.7,0,Average Performance
13877,86,3,449.68,0,Average Performance
13878,55,4,2416.9,0,Average Performance
13879,646,1,395.5,1,Low Performance
13880,21,17,4293.86,2,High Performance
13881,4,43,45179.1,2,High Performance
13882,3,5,1191.13,2,High Performance
13883,11,14,6535.37,2,High Performance
13884,7,10,1825.03,2,High Performance
13885,189,2,506.8,1,Low Performance
13886,71,1,243.56,0,Average Performance
13887,204,1,349.55,1,Low Performance
13888,120,7,2001.59,0,Average Performance
13889,93,6,1991.23,0,Average Performance
13890,1,14,2927.38,2,High Performance
13891,378,3,859.21,1,Low Performance
13892,27,6,1267.6499999999999,0,Average Performance
13893,298,1,821.1,1,Low Performance
13894,24,3,564.62,0,Average Performance
13895,28,6,4008.52,0,Average Performance
13896,626,1,388.55,1,Low Performance
13897,50,3,1160.72,0,Average Performance
13898,326,2,686.4,1,Low Performance
13899,16,2,388.52,0,Average Performance
13900,183,6,1610.59,1,Low Performance
13901,72,15,5676.34,0,Average Performance
13902,632,5,34023.26,1,Low Performance
13903,400,1,165.45000000000002,1,Low Performance
13904,37,2,332.64,0,Average Performance
13905,733,1,312.65,1,Low Performance
13906,409,1,42.0,1,Low Performance
13907,692,1,136.8,1,Low Performance
13908,80,4,2319.55,0,Average Performance
13909,423,2,282.85,1,Low Performance
13911,57,20,4234.99,0,Average Performance
13912,424,1,124.95,1,Low Performance
13913,507,1,42.22,1,Low Performance
13914,12,2,626.45,0,Average Performance
13915,394,1,70.80000000000001,1,Low Performance
13916,464,4,1275.81,1,Low Performance
13917,50,2,272.04,0,Average Performance
13918,50,2,1212.8400000000001,0,Average Performance
13919,59,4,1252.68,0,Average Performance
13920,432,4,1774.68,1,Low Performance
13921,402,4,730.7,1,Low Performance
13922,352,3,865.2,1,Low Performance
13923,54,1,351.13,0,Average Performance
13924,2,6,1838.8500000000001,2,High Performance
13925,93,4,678.25,0,Average Performance
13926,23,1,223.85000000000002,0,Average Performance
13927,75,2,708.26,0,Average Performance
13928,11,4,464.57,0,Average Performance
13929,169,11,3494.1,0,Average Performance
13930,58,2,337.34,0,Average Performance
13931,96,11,5257.38,0,Average Performance
13932,295,1,307.4,1,Low Performance
13933,109,2,608.7900000000001,0,Average Performance
13934,264,1,922.1,1,Low Performance
13935,597,3,6116.92,1,Low Performance
13936,180,3,939.66,1,Low Performance
13937,169,2,880.13,1,Low Performance
13938,35,1,71.66,0,Average Performance
13939,23,7,1560.96,0,Average Performance
13940,17,4,839.14,0,Average Performance
13941,22,15,10027.18,2,High Performance
13942,535,1,320.0,1,Low Performance
13943,578,1,246.54,1,Low Performance
13944,653,1,200.43,1,Low Performance
13945,395,2,854.15,1,Low Performance
13946,79,6,1876.23,0,Average Performance
13947,65,1,90.6,0,Average Performance
13948,361,4,548.76,1,Low Performance
13949,3,6,2427.32,2,High Performance
13950,11,4,745.06,2,High Performance
13951,176,3,674.45,1,Low Performance
13952,218,14,12823.52,0,Average Performance
13953,7,12,6640.68,2,High Performance
13954,2,2,439.92,2,High Performance
13955,154,3,544.0699999999999,1,Low Performance
13956,5,5,1019.27,2,High Performance
13957,418,3,458.25,1,Low Performance
13958,380,8,4709.2300000000005,1,Low Performance
13959,79,6,1064.77,0,Average Performance
13960,21,2,230.22,0,Average Performance
13961,392,1,538.4,1,Low Performance
13962,22,3,362.8,0,Average Performance
13963,308,17,2860.57,1,Low Performance
13964,387,2,438.9,1,Low Performance
13965,477,3,996.61,1,Low Performance
13966,435,1,384.26,1,Low Performance
13967,146,2,166.3,1,Low Performance
13968,423,1,123.66,1,Low Performance
13969,7,35,12973.460000000001,2,High Performance
13970,386,2,846.55,1,Low Performance
13971,19,14,4667.57,2,High Performance
13972,71,2,190.25,0,Average Performance
13973,287,1,264.7,1,Low Performance
13974,49,2,677.72,0,Average Performance
13975,31,12,5256.4,2,High Performance
13976,207,4,1192.36,1,Low Performance
13977,411,1,519.8100000000001,1,Low Performance
13978,15,2,196.79000000000002,0,Average Performance
13979,73,7,3373.63,0,Average Performance
13980,60,5,768.82,0,Average Performance
13981,416,1,331.14,1,Low Performance
13982,39,9,3954.29,0,Average Performance
13983,30,21,6753.89,2,High Performance
13984,27,12,1893.8,2,High Performance
13985,4,22,10020.86,2,High Performance
13986,17,1,320.46,0,Average Performance
13987,380,2,682.54,1,Low Performance
13988,20,8,4757.8,2,High Performance
13989,66,5,2026.06,0,Average Performance
13990,213,1,311.3,1,Low Performance
13991,12,6,851.88,2,High Performance
13992,30,3,219.5,0,Average Performance
13993,43,19,6775.71,2,High Performance
13994,4,6,2274.14,2,High Performance
13995,15,14,3902.01,2,High Performance
13996,386,2,845.76,1,Low Performance
13997,519,3,376.46,1,Low Performance
13998,447,3,566.7,1,Low Performance
13999,10,29,9502.26,2,High Performance
14000,211,5,2046.3400000000001,1,Low Performance
14001,46,9,4228.85,0,Average Performance
14002,134,2,529.73,1,Low Performance
14003,733,1,209.41,1,Low Performance
14004,43,11,6258.45,0,Average Performance
14005,10,5,2874.72,2,High Performance
14006,116,7,2196.67,0,Average Performance
14007,513,1,79.48,1,Low Performance
14008,432,1,509.04,1,Low Performance
14009,198,3,1099.91,1,Low Performance
14010,565,2,445.15,1,Low Performance
14011,480,2,457.82,1,Low Performance
14012,278,1,328.8,1,Low Performance
14013,110,5,1084.57,0,Average Performance
14014,77,3,1948.21,0,Average Performance
14015,53,1,917.34,0,Average Performance
14016,162,11,11303.41,0,Average Performance
14017,571,1,229.75,1,Low Performance
14018,645,1,367.15000000000003,1,Low Performance
14019,47,3,1421.61,0,Average Performance
14020,17,4,1249.01,0,Average Performance
14021,155,7,1716.58,0,Average Performance
14022,225,2,792.15,1,Low Performance
14023,7,2,584.07,2,High Performance
14024,122,3,645.74,0,Average Performance
14025,465,8,4057.9,1,Low Performance
14026,471,2,713.11,1,Low Performance
14027,61,1,104.82,0,Average Performance
14028,550,3,10396.5,1,Low Performance
14029,63,2,467.66,0,Average Performance
14030,18,20,7521.8,2,High Performance
14031,7,44,39019.51,2,High Performance
14032,2,16,4546.41,2,High Performance
14033,555,1,109.44,1,Low Performance
14034,22,3,648.89,0,Average Performance
14035,29,9,2794.75,0,Average Performance
14036,285,1,626.65,1,Low Performance
14037,176,6,836.95,1,Low Performance
14038,78,5,3069.88,0,Average Performance
14039,33,2,267.28000000000003,0,Average Performance
14040,41,35,12523.81,2,High Performance
14041,266,1,141.41,1,Low Performance
14042,725,1,431.98,1,Low Performance
14043,491,2,302.6,1,Low Performance
14044,27,10,3073.95,2,High Performance
14045,109,16,10986.63,0,Average Performance
14046,284,1,151.59,1,Low Performance
14047,9,14,3968.11,2,High Performance
14048,305,3,748.69,1,Low Performance
14049,17,13,13023.4,2,High Performance
14050,32,2,746.36,0,Average Performance
14051,1,37,21770.98,2,High Performance
14052,20,2,466.66,0,Average Performance
14053,124,4,572.3,0,Average Performance
14054,65,1,92.46,0,Average Performance
14055,106,3,1520.96,0,Average Performance
14056,1,23,8152.71,2,High Performance
14057,24,22,8346.66,2,High Performance
14058,463,2,469.19,1,Low Performance
14059,267,1,183.6,1,Low Performance
14060,5,30,8898.24,2,High Performance
14061,507,3,917.4300000000001,1,Low Performance
14062,10,24,25585.65,2,High Performance
14063,687,7,9471.5,1,Low Performance
14064,29,15,3260.24,2,High Performance
14065,389,3,891.02,1,Low Performance
14066,267,1,152.55,1,Low Performance
14067,64,2,374.7,0,Average Performance
14068,320,4,1516.72,1,Low Performance
14069,515,2,225.81,1,Low Performance
14070,685,1,321.6,1,Low Performance
14071,4,8,1422.75,2,High Performance
14072,667,1,390.85,1,Low Performance
14073,32,1,151.04,0,Average Performance
14074,623,1,219.39999999999998,1,Low Performance
14075,5,5,1724.87,2,High Performance
14076,129,1,118.67,1,Low Performance
14077,41,6,615.0799999999999,0,Average Performance
14078,102,9,1551.82,0,Average Performance
14079,125,1,375.1,1,Low Performance
14080,33,5,1115.68,0,Average Performance
14081,302,10,4867.57,1,Low Performance
14082,365,2,413.36,1,Low Performance
14083,4,11,1082.19,2,High Performance
14084,512,1,150.5,1,Low Performance
14085,2,32,9705.67,2,High Performance
14086,463,1,39.95,1,Low Performance
14087,3,3,829.47,2,High Performance
14088,10,16,64036.8,2,High Performance
14089,57,1,158.75,0,Average Performance
14090,325,1,76.32000000000001,1,Low Performance
14091,654,2,9530.08,1,Low Performance
14092,8,24,7229.45,2,High Performance
14093,12,1,433.86,0,Average Performance
14094,440,1,311.77,1,Low Performance
14095,723,1,2.95,1,Low Performance
14096,4,17,53258.43,2,High Performance
14097,481,2,422.85999999999996,1,Low Performance
14098,37,1,147.35,0,Average Performance
14099,16,20,5750.91,2,High Performance
14100,138,1,191.95000000000002,1,Low Performance
14101,74,13,9961.93,0,Average Performance
14102,5,5,1105.8799999999999,2,High Performance
14104,155,5,740.53,0,Average Performance
14105,239,5,5988.83,1,Low Performance
14106,737,1,214.79999999999998,1,Low Performance
14107,52,11,4877.3,0,Average Performance
14108,31,4,1044.96,0,Average Performance
14109,73,1,144.2,0,Average Performance
14110,4,33,12987.95,2,High Performance
14111,14,4,692.85,0,Average Performance
14112,23,13,5834.59,2,High Performance
14113,4,16,7092.610000000001,2,High Performance
14114,274,7,1364.09,1,Low Performance
14115,502,2,622.6700000000001,1,Low Performance
14116,20,5,1382.74,0,Average Performance
14117,144,1,90.0,1,Low Performance
14118,429,1,458.45,1,Low Performance
14119,376,2,183.37,1,Low Performance
14121,4,4,2780.15,2,High Performance
14122,406,3,362.42,1,Low Performance
14123,733,1,436.18,1,Low Performance
14124,84,1,419.58000000000004,0,Average Performance
14125,11,3,2720.63,2,High Performance
14126,8,4,1172.46,2,High Performance
14127,123,6,1900.0800000000002,0,Average Performance
14128,61,3,924.21,0,Average Performance
14129,2,9,2591.34,2,High Performance
14130,319,4,1858.77,1,Low Performance
14131,649,1,168.22,1,Low Performance
14132,2,11,3586.0299999999997,2,High Performance
14133,130,4,911.14,0,Average Performance
14134,383,15,11123.35,1,Low Performance
14135,2,24,8839.67,2,High Performance
14136,401,5,1570.81,1,Low Performance
14137,696,1,332.7,1,Low Performance
14138,2,2,965.8800000000001,2,High Performance
14139,46,4,1086.8,0,Average Performance
14140,4,2,935.05,2,High Performance
14141,3,4,915.13,2,High Performance
14142,373,2,671.34,1,Low Performance
14143,134,1,115.8,1,Low Performance
14144,486,1,30.599999999999998,1,Low Performance
14145,47,7,7600.05,0,Average Performance
14146,9,12,9450.3,2,High Performance
14147,78,9,2590.2,0,Average Performance
14148,234,2,466.29,1,Low Performance
14149,221,1,446.62,1,Low Performance
14150,36,2,658.64,0,Average Performance
14151,673,2,679.45,1,Low Performance
14152,75,7,1997.3400000000001,0,Average Performance
14153,483,1,233.4,1,Low Performance
14154,239,8,6460.7,1,Low Performance
14155,266,1,118.75,1,Low Performance
14156,10,144,303069.88,2,High Performance
14157,20,5,978.69,0,Average Performance
14158,40,1,507.66,0,Average Performance
14159,20,20,7849.58,2,High Performance
14160,610,7,8421.47,1,Low Performance
14161,216,7,2996.93,1,Low Performance
14162,174,2,289.36,1,Low Performance
14163,87,5,2594.62,0,Average Performance
14164,71,2,1631.77,0,Average Performance
14165,276,1,120.44,1,Low Performance
14166,505,2,251.15,1,Low Performance
14167,39,8,1274.29,0,Average Performance
14168,421,2,370.45,1,Low Performance
14169,431,2,613.11,1,Low Performance
14170,375,3,570.18,1,Low Performance
14171,98,2,498.79,0,Average Performance
14172,605,3,369.02,1,Low Performance
14173,11,6,586.0,2,High Performance
14174,33,1,134.46,0,Average Performance
14175,60,8,7678.88,0,Average Performance
14176,297,5,756.46,1,Low Performance
14177,86,13,2209.69,0,Average Performance
14178,9,7,1580.26,2,High Performance
14179,41,2,701.57,0,Average Performance
14180,11,33,6117.5,2,High Performance
14181,411,2,308.35,1,Low Performance
14182,444,4,678.77,1,Low Performance
14183,411,2,278.34000000000003,1,Low Performance
14184,67,1,452.89,0,Average Performance
14185,331,1,197.65,1,Low Performance
14186,427,5,1550.63,1,Low Performance
14187,474,1,123.5,1,Low Performance
14188,31,6,2054.36,0,Average Performance
14189,2,16,5503.15,2,High Performance
14190,666,1,79.9,1,Low Performance
14191,2,15,4817.66,2,High Performance
14192,388,1,293.74,1,Low Performance
14193,68,3,1210.19,0,Average Performance
14194,5,36,18670.59,2,High Performance
14195,202,6,2615.6,1,Low Performance
14196,107,1,335.52,1,Low Performance
14197,411,1,390.05,1,Low Performance
14198,18,9,1569.73,2,High Performance
14199,218,4,1091.7,1,Low Performance
14200,617,1,379.2,1,Low Performance
14201,60,10,1193.54,0,Average Performance
14202,381,3,847.76,1,Low Performance
14203,397,1,339.34,1,Low Performance
14204,2,4,1024.83,2,High Performance
14205,17,9,2414.2,2,High Performance
14206,239,3,1185.01,1,Low Performance
14207,688,1,157.8,1,Low Performance
14208,95,2,567.05,0,Average Performance
14209,11,15,4993.27,2,High Performance
14210,106,16,5556.570000000001,0,Average Performance
14211,53,18,4402.29,0,Average Performance
14212,90,2,2190.14,0,Average Performance
14213,405,1,1192.2,1,Low Performance
14214,31,5,1004.38,0,Average Performance
14215,12,9,3250.33,2,High Performance
14216,3,5,2150.04,2,High Performance
14217,2,23,3298.59,2,High Performance
14218,43,1,169.48000000000002,0,Average Performance
14219,4,3,633.83,2,High Performance
14220,247,4,1515.0,1,Low Performance
14221,42,17,6517.49,2,High Performance
14222,177,1,683.17,1,Low Performance
14223,92,3,991.13,0,Average Performance
14224,110,9,1841.71,0,Average Performance
14225,435,4,2031.07,1,Low Performance
14226,29,6,2985.13,0,Average Performance
14227,26,15,6366.16,2,High Performance
14228,438,3,745.5,1,Low Performance
14229,52,7,2594.04,0,Average Performance
14230,436,3,979.8000000000001,1,Low Performance
14231,184,4,1235.6200000000001,1,Low Performance
14232,43,5,2048.07,0,Average Performance
14233,49,7,2904.27,0,Average Performance
14234,22,4,754.12,0,Average Performance
14235,75,9,4717.99,0,Average Performance
14236,81,5,1555.34,0,Average Performance
14237,373,2,471.14,1,Low Performance
14238,326,3,434.23,1,Low Performance
14239,43,21,4263.17,2,High Performance
14240,30,3,1247.49,0,Average Performance
14241,184,2,333.70000000000005,1,Low Performance
14242,235,2,280.55,1,Low Performance
14243,9,17,7217.75,2,High Performance
14244,661,1,366.41999999999996,1,Low Performance
14245,220,2,1693.45,1,Low Performance
14246,111,3,1474.06,0,Average Performance
14247,278,5,753.56,1,Low Performance
14248,318,3,1032.95,1,Low Performance
14249,411,12,5400.46,1,Low Performance
14250,7,3,1904.05,2,High Performance
14251,2,5,2879.7000000000003,2,High Performance
14252,381,1,350.99,1,Low Performance
14253,493,2,363.40000000000003,1,Low Performance
14254,433,1,601.03,1,Low Performance
14256,260,5,2460.79,1,Low Performance
14257,64,9,5954.45,0,Average Performance
14258,9,25,32051.34,2,High Performance
14259,142,1,120.0,1,Low Performance
14260,471,3,824.28,1,Low Performance
14261,51,2,1163.45,0,Average Performance
14262,8,8,2618.23,2,High Performance
14263,423,1,322.93,1,Low Performance
14264,155,6,1517.3600000000001,0,Average Performance
14265,109,4,1373.35,0,Average Performance
14266,428,1,40.56,1,Low Performance
14267,163,3,1516.24,1,Low Performance
14268,471,1,354.85,1,Low Performance
14269,439,1,295.73,1,Low Performance
14270,332,1,492.65000000000003,1,Low Performance
14271,226,2,214.18,1,Low Performance
14272,74,4,920.81,0,Average Performance
14273,51,4,559.97,0,Average Performance
14274,686,1,256.6,1,Low Performance
14275,396,6,1189.3799999999999,1,Low Performance
14276,99,7,2102.68,0,Average Performance
14277,15,8,16789.16,2,High Performance
14278,410,1,205.83,1,Low Performance
14279,521,2,191.86,1,Low Performance
14280,197,1,134.04,1,Low Performance
14281,408,1,245.15,1,Low Performance
14282,3,25,7250.76,2,High Performance
14283,463,4,628.4399999999999,1,Low Performance
14284,31,3,1299.65,0,Average Performance
14285,21,8,3284.42,2,High Performance
14286,24,7,8479.76,2,High Performance
14287,8,3,176.63,0,Average Performance
14288,213,1,426.6,1,Low Performance
14289,9,6,911.26,2,High Performance
14290,11,8,4516.56,2,High Performance
14291,2,23,7904.1,2,High Performance
14292,8,16,9226.25,2,High Performance
14293,3,9,2903.01,2,High Performance
14294,407,1,375.34,1,Low Performance
14295,40,4,2352.91,0,Average Performance
14296,421,2,456.40000000000003,1,Low Performance
14297,18,4,1305.33,0,Average Performance
14298,8,82,91194.49,2,High Performance
14299,8,27,14070.25,2,High Performance
14300,19,1,43.2,0,Average Performance
14301,117,4,1992.18,0,Average Performance
14302,431,3,742.9000000000001,1,Low Performance
14303,407,2,277.94,1,Low Performance
14304,223,3,1725.01,1,Low Performance
14305,71,3,1858.96,0,Average Performance
14306,51,6,3151.4,0,Average Performance
14307,89,10,4287.92,0,Average Performance
14309,8,11,3780.81,2,High Performance
14310,433,1,492.1,1,Low Performance
14311,243,2,516.45,1,Low Performance
14312,47,11,3090.29,0,Average Performance
14314,107,2,229.8,0,Average Performance
14315,45,8,3197.82,0,Average Performance
14316,422,5,1370.34,1,Low Performance
14317,65,1,508.58000000000004,0,Average Performance
14318,460,1,158.02,1,Low Performance
14319,424,1,494.85,1,Low Performance
14320,207,5,1346.75,1,Low Performance
14321,11,7,2218.06,2,High Performance
14322,429,4,474.1,1,Low Performance
14323,115,2,605.0600000000001,0,Average Performance
14324,410,2,701.61,1,Low Performance
14325,570,1,245.48000000000002,1,Low Performance
14326,242,3,940.98,1,Low Performance
14327,163,6,1894.93,0,Average Performance
14329,17,15,9887.62,2,High Performance
14330,624,1,200.63,1,Low Performance
14331,124,2,462.65999999999997,1,Low Performance
14332,23,5,1917.41,0,Average Performance
14333,68,1,415.2,0,Average Performance
14334,17,12,4318.48,2,High Performance
14335,16,2,454.86,0,Average Performance
14336,17,4,1614.91,0,Average Performance
14338,161,3,928.1,1,Low Performance
14339,243,2,620.27,1,Low Performance
14340,219,1,134.7,1,Low Performance
14341,45,18,4452.02,2,High Performance
14342,21,6,918.44,0,Average Performance
14343,421,4,1079.66,1,Low Performance
14344,127,20,2993.05,0,Average Performance
14345,39,1,108.97999999999999,0,Average Performance
14346,121,5,2315.75,0,Average Performance
14347,737,1,82.6,1,Low Performance
14348,260,1,409.57,1,Low Performance
14349,10,1,133.5,0,Average Performance
14350,274,3,972.03,1,Low Performance
14351,165,1,51.0,1,Low Performance
14352,157,4,1078.96,1,Low Performance
14353,215,3,376.5,1,Low Performance
14354,6,2,163.62,0,Average Performance
14355,366,3,840.0500000000001,1,Low Performance
14356,80,2,701.23,0,Average Performance
14357,43,1,225.12,0,Average Performance
14358,389,2,400.06,1,Low Performance
14359,19,3,912.18,0,Average Performance
14360,32,4,2118.03,0,Average Performance
14361,579,1,214.70999999999998,1,Low Performance
14362,22,1,151.5,0,Average Performance
14363,402,2,227.47000000000003,1,Low Performance
14364,109,8,3717.35,0,Average Performance
14365,395,2,634.68,1,Low Performance
14366,525,1,136.0,1,Low Performance
14367,8,16,9227.82,2,High Performance
14368,320,1,155.0,1,Low Performance
14369,642,2,469.13,1,Low Performance
14370,451,6,1175.78,1,Low Performance
14371,295,1,100.5,1,Low Performance
14372,443,2,860.08,1,Low Performance
14373,358,1,76.55,1,Low Performance
14374,541,1,108.0,1,Low Performance
14375,185,3,1106.82,1,Low Performance
14376,683,1,215.46,1,Low Performance
14377,191,2,617.05,1,Low Performance
14378,622,1,131.25,1,Low Performance
14379,44,4,1265.16,0,Average Performance
14381,52,2,625.9399999999999,0,Average Performance
14382,26,2,1193.6299999999999,0,Average Performance
14383,38,3,1247.69,0,Average Performance
14384,501,1,58.5,1,Low Performance
14385,9,3,202.11,0,Average Performance
14386,297,1,142.4,1,Low Performance
14387,33,3,1727.6,0,Average Performance
14388,10,16,6388.2,2,High Performance
14389,65,5,1898.01,0,Average Performance
14390,10,13,6150.03,2,High Performance
14391,577,1,135.6,1,Low Performance
14392,432,1,266.4,1,Low Performance
14393,218,1,67.95,1,Low Performance
14394,565,1,93.8,1,Low Performance
14395,2,20,7801.93,2,High Performance
14396,65,7,1969.38,0,Average Performance
14397,3,19,2612.96,2,High Performance
14398,401,2,707.79,1,Low Performance
14399,394,8,2108.21,1,Low Performance
14400,149,3,1732.47,0,Average Performance
14401,4,22,6795.9,2,High Performance
14402,652,1,285.6,1,Low Performance
14403,130,6,1880.51,0,Average Performance
14404,34,13,2724.13,2,High Performance
14405,387,1,195.0,1,Low Performance
14406,119,1,156.75,1,Low Performance
14407,107,5,2142.73,0,Average Performance
14408,11,11,4102.27,2,High Performance
14409,71,9,3427.29,0,Average Performance
14410,92,11,2630.9,0,Average Performance
14411,311,1,1063.0,1,Low Performance
14412,43,3,1426.19,0,Average Performance
14413,362,3,421.72,1,Low Performance
14414,92,8,2399.33,0,Average Performance
14415,1,23,11980.09,2,High Performance
14416,22,2,490.22,0,Average Performance
14417,388,1,524.65,1,Low Performance
14418,4,3,1937.25,2,High Performance
14419,11,7,1254.64,2,High Performance
14420,99,4,1639.17,0,Average Performance
14421,57,6,2469.37,0,Average Performance
14422,1,19,10271.52,2,High Performance
14423,218,3,916.6099999999999,1,Low Performance
14424,18,1,322.08,0,Average Performance
14425,435,3,661.39,1,Low Performance
14426,24,17,11727.94,2,High Performance
14427,50,4,1263.52,0,Average Performance
14428,7,5,1224.06,2,High Performance
14429,404,1,516.28,1,Low Performance
14430,512,3,1220.9,1,Low Performance
14431,303,4,2614.2,1,Low Performance
14432,10,6,2248.5,2,High Performance
14433,466,1,280.7,1,Low Performance
14434,22,6,1372.8,0,Average Performance
14435,502,1,90.42,1,Low Performance
14436,99,2,271.70000000000005,0,Average Performance
14437,366,5,873.34,1,Low Performance
14438,306,1,131.9,1,Low Performance
14439,320,5,9443.04,1,Low Performance
14440,8,13,5982.03,2,High Performance
14441,1,11,4611.6900000000005,2,High Performance
14442,205,7,5367.0199999999995,0,Average Performance
14443,54,5,2082.97,0,Average Performance
14444,456,1,120.44,1,Low Performance
14445,456,1,221.65,1,Low Performance
14446,1,5,1195.48,2,High Performance
14447,19,6,1711.73,0,Average Performance
14448,9,2,375.35,0,Average Performance
14449,19,8,2230.96,2,High Performance
14450,181,7,1128.44,1,Low Performance
14451,60,12,3258.68,0,Average Performance
14452,11,4,658.95,2,High Performance
14453,190,1,119.93,1,Low Performance
14454,376,5,977.3,1,Low Performance
14455,432,4,617.72,1,Low Performance
14456,5,9,3014.32,2,High Performance
14457,311,1,113.64,1,Low Performance
14458,381,1,219.26999999999998,1,Low Performance
14459,155,2,5375.74,0,Average Performance
14460,110,9,1093.5,0,Average Performance
14461,148,13,6676.52,0,Average Performance
14462,66,12,2237.81,0,Average Performance
14463,98,4,786.5699999999999,0,Average Performance
14464,568,2,111.0,1,Low Performance
14465,247,11,3925.85,1,Low Performance
14466,29,13,4267.15,2,High Performance
14467,18,12,2203.2400000000002,2,High Performance
14468,734,1,204.24,1,Low Performance
14469,416,4,2093.46,1,Low Performance
14470,12,3,712.04,0,Average Performance
14471,591,2,400.95,1,Low Performance
14472,104,9,2118.72,0,Average Performance
14473,74,2,234.34000000000003,0,Average Performance
14474,46,2,1258.8899999999999,0,Average Performance
14475,72,4,1151.15,0,Average Performance
14476,257,1,193.0,1,Low Performance
14477,20,7,1969.6,2,High Performance
14478,382,4,1276.66,1,Low Performance
14479,254,4,1124.71,1,Low Performance
14480,11,4,1299.52,2,High Performance
14481,165,5,2284.69,0,Average Performance
14482,18,12,4306.72,2,High Performance
14483,282,2,257.1,1,Low Performance
14484,50,4,1070.98,0,Average Performance
14485,39,1,162.8,0,Average Performance
14486,512,2,175.5,1,Low Performance
14487,27,7,1266.27,0,Average Performance
14488,68,1,1064.28,0,Average Performance
14489,207,4,1574.93,1,Low Performance
14490,406,2,1273.47,1,Low Performance
14491,175,2,340.93,1,Low Performance
14492,430,7,1921.91,1,Low Performance
14493,7,10,5087.86,2,High Performance
14494,26,3,401.46,0,Average Performance
14495,51,3,174.8,0,Average Performance
14496,312,7,2363.89,1,Low Performance
14497,309,2,697.0600000000001,1,Low Performance
14498,43,10,3900.83,0,Average Performance
14499,26,7,2101.79,0,Average Performance
14500,88,3,356.85,0,Average Performance
14501,184,2,251.21,1,Low Performance
14502,20,11,2426.79,2,High Performance
14503,3,6,3543.26,2,High Performance
14504,47,4,673.26,0,Average Performance
14505,17,19,11873.08,2,High Performance
14506,17,7,2960.25,2,High Performance
